#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wdatap1282
47504516,Q47504516,Tag:shop=beverages
47504642,Q47504642,Tag:shop=brewing_supplies
47504660,Q47504660,Tag:shop=chocolate
47504702,Q47504702,Tag:shop=frozen_food
47505049,Q47505049,Tag:shop=pasta|Tag:industrial=pasta
47505416,Q47505416,Tag:craft=confectionery|Tag:shop=pastry
47507844,Q47507844,Tag:shop=spices
47507849,Q47507849,Tag:shop=tea
47507911,Q47507911,Tag:shop=baby_goods
47507924,Q47507924,Tag:shop=bag
47508051,Q47508051,Tag:shop=fabric
47508066,Q47508066,Tag:shop=leather
47508075,Q47508075,Tag:shop=sewing
47508085,Q47508085,Tag:shop=tailor
47508094,Q47508094,Tag:shop=watches
47508166,Q47508166,Tag:shop=cosmetics
47508170,Q47508170,Tag:shop=hairdresser_supply
47508200,Q47508200,Tag:shop=nutrition_supplements
47508913,Q47508913,Tag:shop=agrarian
47508983,Q47508983,Tag:shop=bathroom_furnishing
47515948,Q47515948,Tag:shop=electrical
47515998,Q47515998,Tag:shop=energy
47516018,Q47516018,Tag:shop=fireplace
47516049,Q47516049,Tag:shop=garden_furniture
47516067,Q47516067,Tag:shop=gas
47516128,Q47516128,Tag:shop=houseware
47516196,Q47516196,Tag:shop=paint
47516232,Q47516232,Tag:shop=security
47516331,Q47516331,Tag:shop=bed
47516346,Q47516346,Tag:shop=carpet
47516347,Q47516347,Tag:shop=curtain
47516351,Q47516351,Tag:shop=doors
47516353,Q47516353,Tag:shop=flooring
47516358,Q47516358,Tag:shop=furniture
47516362,Q47516362,Tag:shop=interior_decoration
47516368,Q47516368,Tag:shop=kitchen
47516372,Q47516372,Tag:shop=lamps|Tag:shop=lighting
47516376,Q47516376,Tag:shop=tiles
47516378,Q47516378,Tag:shop=window_blind
47516423,Q47516423,Tag:shop=robot
47516431,Q47516431,Tag:shop=hifi
47516435,Q47516435,Tag:shop=mobile_phone
47516439,Q47516439,Tag:shop=radiotechnics
47516441,Q47516441,Tag:shop=vacuum_cleaner
47516482,Q47516482,Tag:shop=atv
47516516,Q47516516,Tag:shop=boat
47516524,Q47516524,Tag:shop=car_parts
47516533,Q47516533,Tag:shop=fuel
47516535,Q47516535,Tag:shop=fishing
47516538,Q47516538,Tag:shop=free_flying
47516539,Q47516539,Tag:shop=hunting
47516541,Q47516541,Tag:shop=jetski
47516542,Q47516542,Tag:shop=motorcycle
47516546,Q47516546,Tag:shop=outdoor
47516552,Q47516552,Tag:shop=scuba_diving
47516563,Q47516563,Tag:shop=ski
47516564,Q47516564,Tag:shop=snowmobile
47516567,Q47516567,Tag:shop=sports
47516839,Q47516839,Tag:shop=tyres
47517083,Q47517083,Tag:shop=swimming_pool
47517090,Q47517090,Tag:shop=collector
47517111,Q47517111,Tag:shop=craft
47517115,Q47517115,Tag:shop=frame
47517120,Q47517120,Tag:shop=games
47517141,Q47517141,Tag:shop=photo
47517150,Q47517150,Tag:shop=camera
47517159,Q47517159,Tag:shop=trophy
47519608,Q47519608,Tag:shop=lottery
47519615,Q47519615,Tag:shop=ticket
47519648,Q47519648,Tag:shop=party
47519677,Q47519677,Tag:shop=pyrotechnics
47519700,Q47519700,Key:disused:shop|Tag:shop=vacant
47519786,Q47519786,Tag:shop=religion
47519912,Q47519912,Tag:amenity=bicycle_repair_station
47520009,Q47520009,Tag:amenity=motorcycle_parking
47520013,Q47520013,Tag:amenity=parking_entrance
47520019,Q47520019,Tag:amenity=social_facility
47520173,Q47520173,Tag:amenity=gambling
47520281,Q47520281,Tag:amenity=kitchen
47520309,Q47520309,Tag:amenity=recycling
47520332,Q47520332,Tag:amenity=sanitary_dump_station
47520398,Q47520398,Tag:amenity=water_point
47520407,Q47520407,Tag:amenity=waste_transfer_station
47520603,Q47520603,Tag:tourism=picnic_site
47520713,Q47520713,Tag:tourism=apartment
47520921,Q47520921,Key:leisure|Tag:leisure=yes
47521078,Q47521078,Tag:leisure=disc_golf_course
47521258,Q47521258,Tag:leisure=adult_gaming_centre
47521850,Q47521850,Tag:leisure=fishing
47524429,Q47524429,Tag:leisure=miniature_golf
47524435,Q47524435,Tag:leisure=wildlife_hide
47524436,Q47524436,Tag:leisure=swimming_area
47524577,Q47524577,Tag:building=transportation
47525060,Q47525060,Tag:building=garbage_shed
47525089,Q47525089,Tag:building=pavilion
47525110,Q47525110,Tag:building=roof
47525299,Q47525299,Tag:building=allotment_house
47525548,Q47525548,Tag:amenity=car_pooling
47526250,Q47526250,Key:openbenches:id
50612088,Q50612088,Key:payment:jcb
50612448,Q50612448,Key:payment:diners_club
51369558,Q51369558,Key:historic
51879601,Q51879601,Tag:building:architecture=historicism
52008245,Q52008245,Key:payment:mipay
52177058,Q52177058,Tag:building=civic
52330131,Q52330131,Tag:gauge=597
53001749,Q53001749,Key:artwork_subject
53996838,Q53996838,Tag:barrier=step
54888391,Q54888391,Key:name:carnaval
54913746,Q54913746,Tag:cycleway=opposite
55121639,Q55121639,Tag:industrial=heating_station
55290870,Q55290870,Key:currency:XTZ
55570340,Q55570340,Tag:opening_hours:covid19=closed|Tag:opening_hours:covid19=off|Tag:opening_hours=off
56056305,Q56056305,Tag:building=yes|Tag:disused=yes
56348149,Q56348149,Key:payment:paypay
56478984,Q56478984,Tag:garden:type=community
56507866,Q56507866,Tag:concentration_camp=gulag
56827195,Q56827195,Tag:piste:type=downhill
56856618,Q56856618,Tag:shop=art
57314035,Q57314035,Tag:faculty=medicine
57334497,Q57334497,Tag:shop=yes
57596082,Q57596082,Tag:bicycle_parking=wall_loops
57778855,Q57778855,Tag:building=brewery
57830222,Q57830222,Tag:NHS=STRAHNET
57833661,Q57833661,Tag:sport=dog_racing
57977870,Q57977870,Key:highway
58897583,Q58897583,Key:comment
59154760,Q59154760,Key:import
59426035,Q59426035,Key:payment:wechat
59654216,Q59654216,way/666293924
60077401,Q60077401,Tag:industrial=furniture
60614978,Q60614978,Tag:industrial=distributor
60668498,Q60668498,Key:piste:difficulty
60982147,Q60982147,Tag:railway:signal:train_protection=DE-ESO:ne14
60989078,Q60989078,Key:payment:LINE_Pay
61427164,Q61427164,Role:subarea
61663696,Q61663696,Tag:amenity=bicycle_rental
61874990,Q61874990,Tag:diplomatic=delegation
61960059,Q61960059,Tag:vegetarian=only
61960067,Q61960067,Tag:diet:vegan=only
62059481,Q62059481,Key:crossing
62079009,Q62079009,Tag:amenity=university
62603260,Q62603260,Tag:sport=parachuting|Tag:club=sport
63065035,Q63065035,Key:abandoned:
63099748,Q63099748,Tag:building=hotel
63565252,Q63565252,Tag:waterway=stream
63869420,Q63869420,Tag:cuisine=cupcake
63878756,Q63878756,Tag:cuisine=burger
64364539,Q64364539,Tag:lgbtq=primary
64779402,Q64779402,Tag:diplomatic=liaison
64779666,Q64779666,Key:country
64779710,Q64779710,Key:target
64883416,Q64883416,Key:reservation
64896574,Q64896574,Tag:public_transport=platform
64959476,Q64959476,Tag:heritage:operator=phlf
65090225,Q65090225,Tag:shop=electronics
65464996,Q65464996,Tag:building=digester
65532949,Q65532949,Tag:shelter_type=picnic_shelter
65954323,Q65954323,Tag:historic=tree_shrine
66024973,Q66024973,Tag:socket:type3=yes
66306401,Q66306401,Tag:government=social_welfare
66310902,Q66310902,Key:buried:wikidata
66361287,Q66361287,Tag:dog=leashed
66361315,Q66361315,Tag:smoking=yes
66361359,Q66361359,Tag:seamark:restricted_area:restriction=no_diving
66361472,Q66361472,Tag:bicycle=no
66490764,Q66490764,Tag:industrial=depot
67166646,Q67166646,Tag:natural=cave_entrance
67207179,Q67207179,Tag:hazard=animal_crossing
67356821,Q67356821,Tag:traffic_sign=maxspeed
69676094,Q69676094,Tag:animal_shelter:release=yes
70780172,Q70780172,Tag:crop=tea
74051479,Q74051479,Tag:flag:type=advertising
76211894,Q76211894,Tag:building=supermarket
76419950,Q76419950,Tag:information=board
78757683,Q78757683,Key:windings
80144507,Q80144507,Tag:shop=optician
80800782,Q80800782,Tag:government=treasury
81068910,Q81068910,Key:access:covid19|Key:capacity:covid19|Key:delivery:covid19|Key:description:covid19|Key:drive_through:covid19|Key:note:covid19|Key:opening_hours:covid19|Key:takeaway:covid19
84163056,Q84163056,Tag:historic=milestone|Tag:network=Königlich_sächsischer_Meilenstein
84429248,Q84429248,Tag:footway=access_aisle
85536643,Q85536643,Key:diet:halal
88941642,Q88941642,Tag:landuse=quarry
88963788,Q88963788,Tag:operator:type=community
89021074,Q89021074,Tag:landform=dune_system
89579852,Q89579852,Tag:playground=balancebeam
90409686,Q90409686,Tag:network=Ford_Pass
90416196,Q90416196,Key:safety:mask:covid19
90717531,Q90717531,Tag:tomb=war_grave
91975076,Q91975076,Tag:barrier=height_restrictor
91985448,Q91985448,Tag:playground=map
95630587,Q95630587,Tag:source=PMLP
96337207,Q96337207,Key:landuse
96348143,Q96348143,Tag:network=US:OH
96401858,Q96401858,Tag:industrial=rice_mill
96706400,Q96706400,divulgare
96758296,Q96758296,Tag:brand=SB_Tank
96983545,Q96983545,Tag:service:bicycle:repair=yes
97148237,Q97148237,Tag:gauge=1450
97148958,Q97148958,Tag:gauge=1458
97364777,Q97364777,Tag:network=US:IN
97365173,Q97365173,Tag:network=US:KY
97400332,Q97400332,Tag:network=US:CA
97406579,Q97406579,Key:vehicle
97408605,Q97408605,Key:agricultural
97437203,Q97437203,Tag:network=US:LA
97452239,Q97452239,Tag:network=US:TX
97452540,Q97452540,Tag:network=US:TX:Beltway
97452546,Q97452546,Tag:network=US:TX:Loop
97452609,Q97452609,Tag:network=US:TX:Spur
97452801,Q97452801,Tag:network=US:TX:NASA
97452889,Q97452889,Tag:network=US:TX:FM
97453357,Q97453357,Tag:network=US:TX:RM
97453533,Q97453533,Tag:network=US:TX:Park
97453574,Q97453574,Tag:network=US:TX:Recreational
97453674,Q97453674,Tag:network=US:TX:PA
97453755,Q97453755,Tag:network=US:AK
97819899,Q97819899,Tag:listed_status=Grade_II
97931266,Q97931266,Tag:cycle_network=US:NM
97933005,Q97933005,Tag:safety:mask:covid19=yes
97940065,Q97940065,Tag:network=US:AL
97940143,Q97940143,Tag:network=US:AR
97940193,Q97940193,Tag:network=US:AZ
97940295,Q97940295,Tag:network=US:CO
97940315,Q97940315,Tag:network=US:CT
98158660,Q98158660,Key:mimics
98161482,Q98161482,Tag:industrial=steelmaking
98163019,Q98163019,Key:created_by
98272210,Q98272210,Key:seamark
98397305,Q98397305,Tag:network=US:DE
98399543,Q98399543,Tag:network=US:FL
98399730,Q98399730,Tag:network=US:GA
98399838,Q98399838,Tag:network=US:HI
98399883,Q98399883,Tag:network=US:IA
98399978,Q98399978,Tag:network=US:ID
98581926,Q98581926,Tag:network=US:IL
98582062,Q98582062,Tag:network=US:KS
98582164,Q98582164,Tag:network=US:MA
98592963,Q98592963,Tag:highway=turning_loop
98596703,Q98596703,Tag:network=US:MD
98596739,Q98596739,Tag:network=BR:ES
98596748,Q98596748,Tag:network=BR:MG
98596750,Q98596750,Tag:site_type=minilith
98596751,Q98596751,Tag:network=BR:PB
98599251,Q98599251,Tag:network=JP:prefectural:gunma
98599286,Q98599286,Tag:network=JP:prefectural:nagano
98599313,Q98599313,Tag:network=US:ME
98600770,Q98600770,Tag:network=US:MI
98601319,Q98601319,Tag:network=US:MN
98601390,Q98601390,Tag:network=US:MO
98601509,Q98601509,Tag:network=US:MS
98601572,Q98601572,Tag:network=US:MT
98601577,Q98601577,Tag:network=US:MT:secondary
98642678,Q98642678,Key:outdoor_seating
98642741,Q98642741,Tag:seamark:restricted_area:restriction=no_fishing
98643064,Q98643064,Tag:amenity=trolley_bay
98643631,Q98643631,Tag:network=US:NC
98668992,Q98668992,Tag:government=youth_welfare_department
98671121,Q98671121,Tag:network=US:ND
98671545,Q98671545,Tag:network=US:NE
98672916,Q98672916,Tag:network=US:NH
98674117,Q98674117,Tag:network=US:NJ
98693562,Q98693562,Tag:network=US:NM
98695192,Q98695192,Tag:network=US:NV
98696173,Q98696173,Tag:network=US:NY
98720072,Q98720072,Tag:network=US:OK
98756109,Q98756109,Tag:network=US:OR
98756512,Q98756512,Tag:network=US:PA
98775470,Q98775470,Tag:network=US:RI
98776282,Q98776282,Tag:network=US:DC
98776654,Q98776654,Tag:network=US:SC
98779148,Q98779148,Tag:network=US:SD
98791713,Q98791713,Tag:network=US:TN|Tag:network=US:TN:primary|Tag:network=US:TN:secondary
98793236,Q98793236,Tag:network=US:UT
98806710,Q98806710,name=Waldmops
98806967,Q98806967,Tag:network=US:PA:Turnpike
98807352,Q98807352,Tag:network=US:VA
98807365,Q98807365,Tag:network=US:VA:Secondary
98820128,Q98820128,Tag:amenity=rescue_station
98837942,Q98837942,Tag:emergency=lifeguard
98844712,Q98844712,Key:motorcycle:repair
98938620,Q98938620,Tag:network=US:VT
98939901,Q98939901,Tag:network=US:WA
98940046,Q98940046,Tag:network=US:WI
98940059,Q98940059,Tag:network=US:WV
98940060,Q98940060,Tag:railway:signal:position=bridge
98940069,Q98940069,Tag:network=US:WY
98941746,Q98941746,Tag:network=US:FL:Toll
99105580,Q99105580,Key:payment:pikepass
99110458,Q99110458,Key:payment:nc_quick_pass
99189268,Q99189268,Tag:playground=climbingwall
99189561,Q99189561,Tag:playground=zipwire
99189640,Q99189640,Tag:playground=cushion
99189742,Q99189742,Tag:playground=aerialrotator
99189791,Q99189791,Tag:playground=basketrotator
99189792,Q99189792,Tag:playground=basketswing
99189795,Q99189795,Tag:playground=youth_bench
99189798,Q99189798,Tag:playground=teenshelter
99192101,Q99192101,Tag:playground=water
99192206,Q99192206,Tag:playground=activitypanel
99194438,Q99194438,Tag:network=US:NV:Clark
99196274,Q99196274,Key:stop|Tag:road_marking=solid_stop_line
99485363,Q99485363,Tag:cycle_network=US:OH
99518990,Q99518990,Key:opening_hours
99586892,Q99586892,Tag:tourism=camp_pitch
99632659,Q99632659,Tag:network=US:OH:ASD
99632727,Q99632727,Tag:network=US:OH:ATH
99632795,Q99632795,Tag:network=US:OH:BEL
99638013,Q99638013,Tag:network=US:OH:CAR
99638214,Q99638214,Tag:network=US:OH:COL
99638410,Q99638410,Tag:network=US:OH:COS
99638597,Q99638597,Tag:network=US:OH:FAY
99638649,Q99638649,Tag:network=US:OH:FUL
99638782,Q99638782,Tag:network=US:OH:GUE
99638852,Q99638852,Tag:network=US:OH:HAR
99638854,Q99638854,Tag:network=US:OH:HAS
99638856,Q99638856,Tag:network=US:OH:HEN
99638861,Q99638861,Tag:network=US:OH:HOC
99638865,Q99638865,Tag:network=US:OH:HOL
99638871,Q99638871,Tag:network=US:OH:JEF
99638880,Q99638880,Tag:network=US:OH:LIC
99638906,Q99638906,Tag:network=US:OH:LOG
99639078,Q99639078,Tag:network=US:OH:LUC
99639089,Q99639089,Tag:network=US:OH:MAH
99646960,Q99646960,Tag:network=US:OH:MED
99646973,Q99646973,Tag:network=US:OH:MOE
99646989,Q99646989,Tag:network=US:OH:MRW
99647012,Q99647012,Tag:network=US:OH:OTT
99647020,Q99647020,Tag:network=US:OH:PAU
99647025,Q99647025,Tag:network=US:OH:PER
99647032,Q99647032,Tag:network=US:OH:POR
99647168,Q99647168,Tag:network=US:OH:SEN
99647276,Q99647276,Tag:network=US:OH:STA
99647321,Q99647321,Tag:network=US:OH:SUM
99658434,Q99658434,Tag:network=US:OH:TUS
99658440,Q99658440,Tag:network=US:OH:UNI
99658446,Q99658446,Tag:network=US:OH:VIN
99658458,Q99658458,Tag:network=US:OH:WAY
99658495,Q99658495,Tag:network=US:OH:WIL
99658503,Q99658503,Tag:network=US:OH:WOO
99658533,Q99658533,Tag:network=US:OH:WYA
99658559,Q99658559,Tag:network=US:OH:HAM
99658706,Q99658706,Tag:network=US:OH:AUG
99658729,Q99658729,Tag:network=US:OH:FAI
99658889,Q99658889,Tag:network=US:OH:GAL
99671184,Q99671184,Tag:network=US:OH:KNO
99678140,Q99678140,Tag:network=US:OH:LAW
99678821,Q99678821,Tag:network=US:OH:SCI
99768055,Q99768055,Tag:network=US:OH:MAD
99773426,Q99773426,Key:maxweight
99955787,Q99955787,Tag:cycle_network=US:PA
99963338,Q99963338,Tag:cycle_network=US:NY
99963527,Q99963527,Tag:cycle_network=US:NC
99963807,Q99963807,Tag:cycle_network=US:GA
101251405,Q101251405,Tag:network=US:OH:MRG
102240431,Q102240431,Tag:china_class=cun
103821032,Q103821032,Tag:vending=toll
104642575,Q104642575,Role:label
104759444,Q104759444,Tag:bicycle_parking=wall_loops
104911496,Q104911496,Tag:flag:type=military
104969796,Q104969796,Tag:man_made=street_cabinet
105080952,Q105080952,Tag:wetland=tidalflat
105094236,Q105094236,Tag:dog=no
105100922,Q105100922,Tag:dog=yes
105104046,Q105104046,Tag:traffic_calming=choker
105686546,Q105686546,Tag:craft=bookbinder
105912002,Q105912002,Tag:amenity=stroller_parking
106342608,Q106342608,Tag:network=US:TX:Van_Zandt
106600783,Q106600783,Tag:emergency=dry_riser_inlet
106688343,Q106688343,Tag:amenity=grit_bin|Tag:colour=yellow|Tag:material=wood|Tag:operator=Baltimore City Department of Transportation|Tag:content=salt
106817283,Q106817283,Tag:booth=K6
106817398,Q106817398,Tag:booth=K2
106858884,Q106858884,120756603
106994142,Q106994142,Tag:natural=tree_row
107003167,Q107003167,ref:monumentaltrees
107041232,Q107041232,Key:campwild
107133771,Q107133771,Tag:highway=tertiary
107274313,Q107274313,Tag:service=commuter
107599282,Q107599282,Tag:deep_draft=yes
107616175,Q107616175,Tag:location=outdoor
108862123,Q108862123,Tag:landuse=commercial
109389617,Q109389617,8156154
110090224,Q110090224,Tag:smoking=separated
110227645,Q110227645,Tag:religion=pastafarian
110301411,Q110301411,Tag:amenity=kick-scooter_rental
110543011,Q110543011,Key:parking
110661422,Q110661422,Tag:amenity=animal_breeding
110714724,Q110714724,Tag:man_made=beehive
110887037,Q110887037,Key:parking:condition
110887044,Q110887044,Key:parking:lane
110997494,Q110997494,Key:dog
111008232,Q111008232,Key:smoking
111102995,Q111102995,Tag:building=college
111226201,Q111226201,Relation:multilinestring|Tag:type=multilinestring
111226235,Q111226235,Relation:multipolygon|Tag:type=multipolygon
111232105,Q111232105,Tag:emergency=disaster_help_point
111394338,Q111394338,shop=agrarian|operator=GS agri eG|brand=Raiffeisen-Markt|name=Raiffeisen-Markt
111588226,Q111588226,Tag:product=enamel
111621139,Q111621139,Tag:rack=von_roll
111666698,Q111666698,Tag:network=JP:prefectural:hokkaido
111692844,Q111692844,Tag:network=JP:prefectural:aomori
111692857,Q111692857,Tag:network=JP:prefectural:iwate
111692867,Q111692867,Tag:network=JP:prefectural:miyagi
111692875,Q111692875,Tag:network=JP:prefectural:akita
111692883,Q111692883,Tag:network=JP:prefectural:yamagata
111692887,Q111692887,Tag:network=JP:prefectural:fukushima
111695260,Q111695260,Tag:network=JP:prefectural:ibaraki
111695292,Q111695292,Tag:network=JP:prefectural:tochigi
111695454,Q111695454,Tag:network=JP:prefectural:saitama
111695726,Q111695726,Tag:network=JP:prefectural:chiba
111695886,Q111695886,Tag:network=JP:prefectural:tokyo
111695907,Q111695907,Tag:network=JP:prefectural:kanagawa
111696058,Q111696058,Tag:network=JP:prefectural:niigata
111696098,Q111696098,Tag:network=JP:prefectural:toyama
111696368,Q111696368,Tag:network=JP:prefectural:ishikawa
111696523,Q111696523,Tag:network=JP:prefectural:fukui
111696673,Q111696673,Tag:network=JP:prefectural:yamanashi
111697191,Q111697191,Tag:network=JP:prefectural:gifu
111697212,Q111697212,Tag:network=JP:prefectural:shizuoka
111697753,Q111697753,Tag:network=JP:prefectural:aichi
111697974,Q111697974,Tag:network=JP:prefectural:mie
111700692,Q111700692,Tag:network=JP:prefectural:shiga
111700727,Q111700727,Tag:network=JP:prefectural:kyoto
111700851,Q111700851,Tag:network=JP:prefectural:osaka
111700853,Q111700853,Tag:network=JP:prefectural:hyogo
111700859,Q111700859,Tag:network=JP:prefectural:nara
111700919,Q111700919,Tag:network=JP:prefectural:wakayama
111702756,Q111702756,Tag:network=JP:prefectural:tottori
111702859,Q111702859,Tag:network=JP:prefectural:shimane
111702972,Q111702972,Tag:network=JP:prefectural:okayama
111703043,Q111703043,Tag:network=JP:prefectural:hiroshima
111703112,Q111703112,Tag:network=JP:prefectural:yamaguchi
111704254,Q111704254,Tag:network=JP:prefectural:tokushima
111704481,Q111704481,Tag:network=JP:prefectural:kagawa
111705084,Q111705084,Tag:network=JP:prefectural:ehime
111705413,Q111705413,Tag:network=JP:prefectural:kochi
111705551,Q111705551,Tag:network=JP:prefectural:fukuoka
111705575,Q111705575,Tag:network=JP:prefectural:saga
111705652,Q111705652,Tag:network=JP:prefectural:nagasaki
111705681,Q111705681,Tag:network=JP:prefectural:kumamoto
111705712,Q111705712,Tag:network=JP:prefectural:oita
111705736,Q111705736,Tag:network=JP:prefectural:miyazaki
111705793,Q111705793,Tag:network=JP:prefectural:kagoshima
111706293,Q111706293,Tag:network=JP:prefectural:okinawa
111725975,Q111725975,Tag:traffic_sign=US:R10-6
111853645,Q111853645,Tag:landuse=residential
111919829,Q111919829,Tag:building=house|Tag:disused=yes
111919925,Q111919925,Tag:shop=vacant
112259872,Q112259872,Tag:brand=Safe Streets Baltimore
112568591,Q112568591,Tag:public_transport=platform|Tag:highway=bus_stop|Key:parking:condition|Tag:traffic_sign=US:MD:R7-4(9)
112597241,Q112597241,Tag:shop=wigs
112655344,Q112655344,Tag:landuse=residential
112655491,Q112655491,Tag:natural=water
112667890,Q112667890,Tag:highway=bridleway|Tag:highway=footway
112685319,Q112685319,Tag:highway=bridleway
112685379,Q112685379,Key:horse
112685428,Q112685428,Tag:leisure=fishing
112685492,Q112685492,Key:atv
112685517,Q112685517,Key:atv
112729911,Q112729911,Tag:highway=footway
113044749,Q113044749,Tag:barrier=full-height_turnstile
113331833,Q113331833,Tag:shop=laundry
113361173,Q113361173,Tag:access=private|Tag:leisure=swimming_pool
113406611,Q113406611,Key:name:skr
113499246,Q113499246,Tag:barrier=wedge
